img,label
D:/study/iris/CASIA-Iris-Thousand\747\L\S5747L04.jpg,747
D:/study/iris/CASIA-Iris-Thousand\091\L\S5091L04.jpg,91
D:/study/iris/CASIA-Iris-Thousand\427\L\S5427L01.jpg,427
D:/study/iris/CASIA-Iris-Thousand\769\L\S5769L01.jpg,769
D:/study/iris/CASIA-Iris-Thousand\033\L\S5033L01.jpg,33
D:/study/iris/CASIA-Iris-Thousand\998\L\S5998L09.jpg,998
D:/study/iris/CASIA-Iris-Thousand\708\R\S5708R05.jpg,708
D:/study/iris/CASIA-Iris-Thousand\551\R\S5551R02.jpg,551
D:/study/iris/CASIA-Iris-Thousand\590\R\S5590R07.jpg,590
D:/study/iris/CASIA-Iris-Thousand\084\R\S5084R02.jpg,84
D:/study/iris/CASIA-Iris-Thousand\028\L\S5028L06.jpg,28
D:/study/iris/CASIA-Iris-Thousand\991\L\S5991L02.jpg,991
D:/study/iris/CASIA-Iris-Thousand\414\R\S5414R05.jpg,414
D:/study/iris/CASIA-Iris-Thousand\424\R\S5424R08.jpg,424
D:/study/iris/CASIA-Iris-Thousand\983\L\S5983L05.jpg,983
D:/study/iris/CASIA-Iris-Thousand\295\L\S5295L03.jpg,295
D:/study/iris/CASIA-Iris-Thousand\957\L\S5957L08.jpg,957
D:/study/iris/CASIA-Iris-Thousand\243\L\S5243L02.jpg,243
D:/study/iris/CASIA-Iris-Thousand\523\L\S5523L01.jpg,523
D:/study/iris/CASIA-Iris-Thousand\337\L\S5337L05.jpg,337
D:/study/iris/CASIA-Iris-Thousand\728\L\S5728L05.jpg,728
D:/study/iris/CASIA-Iris-Thousand\189\R\S5189R01.jpg,189
D:/study/iris/CASIA-Iris-Thousand\183\L\S5183L05.jpg,183
D:/study/iris/CASIA-Iris-Thousand\191\R\S5191R05.jpg,191
D:/study/iris/CASIA-Iris-Thousand\400\L\S5400L01.jpg,400
D:/study/iris/CASIA-Iris-Thousand\520\R\S5520R02.jpg,520
D:/study/iris/CASIA-Iris-Thousand\246\L\S5246L07.jpg,246
D:/study/iris/CASIA-Iris-Thousand\754\L\S5754L05.jpg,754
D:/study/iris/CASIA-Iris-Thousand\919\L\S5919L02.jpg,919
D:/study/iris/CASIA-Iris-Thousand\350\R\S5350R01.jpg,350
D:/study/iris/CASIA-Iris-Thousand\406\L\S5406L02.jpg,406
D:/study/iris/CASIA-Iris-Thousand\698\R\S5698R02.jpg,698
D:/study/iris/CASIA-Iris-Thousand\787\R\S5787R08.jpg,787
D:/study/iris/CASIA-Iris-Thousand\006\L\S5006L01.jpg,6
D:/study/iris/CASIA-Iris-Thousand\313\L\S5313L00.jpg,313
D:/study/iris/CASIA-Iris-Thousand\266\L\S5266L00.jpg,266
D:/study/iris/CASIA-Iris-Thousand\129\R\S5129R08.jpg,129
D:/study/iris/CASIA-Iris-Thousand\119\L\S5119L00.jpg,119
D:/study/iris/CASIA-Iris-Thousand\582\R\S5582R04.jpg,582
D:/study/iris/CASIA-Iris-Thousand\704\R\S5704R07.jpg,704
D:/study/iris/CASIA-Iris-Thousand\531\L\S5531L07.jpg,531
D:/study/iris/CASIA-Iris-Thousand\108\L\S5108L04.jpg,108
D:/study/iris/CASIA-Iris-Thousand\572\L\S5572L08.jpg,572
D:/study/iris/CASIA-Iris-Thousand\082\R\S5082R08.jpg,82
D:/study/iris/CASIA-Iris-Thousand\924\R\S5924R03.jpg,924
D:/study/iris/CASIA-Iris-Thousand\127\R\S5127R01.jpg,127
D:/study/iris/CASIA-Iris-Thousand\441\R\S5441R06.jpg,441
D:/study/iris/CASIA-Iris-Thousand\302\R\S5302R00.jpg,302
D:/study/iris/CASIA-Iris-Thousand\223\R\S5223R03.jpg,223
D:/study/iris/CASIA-Iris-Thousand\323\R\S5323R09.jpg,323
D:/study/iris/CASIA-Iris-Thousand\776\L\S5776L05.jpg,776
D:/study/iris/CASIA-Iris-Thousand\234\R\S5234R09.jpg,234
D:/study/iris/CASIA-Iris-Thousand\015\R\S5015R00.jpg,15
D:/study/iris/CASIA-Iris-Thousand\569\L\S5569L00.jpg,569
D:/study/iris/CASIA-Iris-Thousand\665\R\S5665R06.jpg,665
D:/study/iris/CASIA-Iris-Thousand\167\L\S5167L01.jpg,167
D:/study/iris/CASIA-Iris-Thousand\527\L\S5527L05.jpg,527
D:/study/iris/CASIA-Iris-Thousand\329\L\S5329L09.jpg,329
D:/study/iris/CASIA-Iris-Thousand\609\L\S5609L07.jpg,609
D:/study/iris/CASIA-Iris-Thousand\218\L\S5218L04.jpg,218
D:/study/iris/CASIA-Iris-Thousand\412\R\S5412R03.jpg,412
D:/study/iris/CASIA-Iris-Thousand\400\L\S5400L00.jpg,400
D:/study/iris/CASIA-Iris-Thousand\387\R\S5387R00.jpg,387
D:/study/iris/CASIA-Iris-Thousand\709\R\S5709R07.jpg,709
D:/study/iris/CASIA-Iris-Thousand\850\L\S5850L06.jpg,850
D:/study/iris/CASIA-Iris-Thousand\353\R\S5353R02.jpg,353
D:/study/iris/CASIA-Iris-Thousand\326\L\S5326L02.jpg,326
D:/study/iris/CASIA-Iris-Thousand\046\R\S5046R00.jpg,46
D:/study/iris/CASIA-Iris-Thousand\893\R\S5893R06.jpg,893
D:/study/iris/CASIA-Iris-Thousand\820\R\S5820R05.jpg,820
D:/study/iris/CASIA-Iris-Thousand\369\R\S5369R09.jpg,369
D:/study/iris/CASIA-Iris-Thousand\348\L\S5348L08.jpg,348
D:/study/iris/CASIA-Iris-Thousand\703\L\S5703L04.jpg,703
D:/study/iris/CASIA-Iris-Thousand\554\L\S5554L04.jpg,554
D:/study/iris/CASIA-Iris-Thousand\710\L\S5710L00.jpg,710
D:/study/iris/CASIA-Iris-Thousand\745\R\S5745R04.jpg,745
D:/study/iris/CASIA-Iris-Thousand\805\R\S5805R00.jpg,805
D:/study/iris/CASIA-Iris-Thousand\501\R\S5501R00.jpg,501
D:/study/iris/CASIA-Iris-Thousand\698\L\S5698L04.jpg,698
D:/study/iris/CASIA-Iris-Thousand\110\R\S5110R02.jpg,110
D:/study/iris/CASIA-Iris-Thousand\967\R\S5967R07.jpg,967
D:/study/iris/CASIA-Iris-Thousand\089\R\S5089R07.jpg,89
D:/study/iris/CASIA-Iris-Thousand\505\R\S5505R06.jpg,505
D:/study/iris/CASIA-Iris-Thousand\360\L\S5360L01.jpg,360
D:/study/iris/CASIA-Iris-Thousand\971\R\S5971R03.jpg,971
D:/study/iris/CASIA-Iris-Thousand\891\L\S5891L06.jpg,891
D:/study/iris/CASIA-Iris-Thousand\564\L\S5564L06.jpg,564
D:/study/iris/CASIA-Iris-Thousand\261\R\S5261R04.jpg,261
D:/study/iris/CASIA-Iris-Thousand\183\R\S5183R06.jpg,183
D:/study/iris/CASIA-Iris-Thousand\524\L\S5524L03.jpg,524
D:/study/iris/CASIA-Iris-Thousand\740\L\S5740L00.jpg,740
D:/study/iris/CASIA-Iris-Thousand\077\R\S5077R02.jpg,77
D:/study/iris/CASIA-Iris-Thousand\131\L\S5131L06.jpg,131
D:/study/iris/CASIA-Iris-Thousand\211\R\S5211R00.jpg,211
D:/study/iris/CASIA-Iris-Thousand\877\L\S5877L07.jpg,877
D:/study/iris/CASIA-Iris-Thousand\146\R\S5146R02.jpg,146
D:/study/iris/CASIA-Iris-Thousand\427\L\S5427L07.jpg,427
D:/study/iris/CASIA-Iris-Thousand\101\R\S5101R08.jpg,101
D:/study/iris/CASIA-Iris-Thousand\564\R\S5564R03.jpg,564
D:/study/iris/CASIA-Iris-Thousand\234\L\S5234L08.jpg,234
D:/study/iris/CASIA-Iris-Thousand\884\R\S5884R07.jpg,884
D:/study/iris/CASIA-Iris-Thousand\921\R\S5921R08.jpg,921
D:/study/iris/CASIA-Iris-Thousand\578\R\S5578R04.jpg,578
D:/study/iris/CASIA-Iris-Thousand\156\L\S5156L07.jpg,156
D:/study/iris/CASIA-Iris-Thousand\263\R\S5263R09.jpg,263
D:/study/iris/CASIA-Iris-Thousand\087\L\S5087L06.jpg,87
D:/study/iris/CASIA-Iris-Thousand\764\R\S5764R07.jpg,764
D:/study/iris/CASIA-Iris-Thousand\513\R\S5513R07.jpg,513
D:/study/iris/CASIA-Iris-Thousand\053\R\S5053R01.jpg,53
D:/study/iris/CASIA-Iris-Thousand\630\R\S5630R01.jpg,630
D:/study/iris/CASIA-Iris-Thousand\024\R\S5024R08.jpg,24
D:/study/iris/CASIA-Iris-Thousand\555\R\S5555R03.jpg,555
D:/study/iris/CASIA-Iris-Thousand\461\L\S5461L08.jpg,461
D:/study/iris/CASIA-Iris-Thousand\165\R\S5165R00.jpg,165
D:/study/iris/CASIA-Iris-Thousand\254\L\S5254L09.jpg,254
D:/study/iris/CASIA-Iris-Thousand\378\L\S5378L04.jpg,378
D:/study/iris/CASIA-Iris-Thousand\066\L\S5066L05.jpg,66
D:/study/iris/CASIA-Iris-Thousand\896\R\S5896R01.jpg,896
D:/study/iris/CASIA-Iris-Thousand\628\L\S5628L02.jpg,628
D:/study/iris/CASIA-Iris-Thousand\076\L\S5076L03.jpg,76
D:/study/iris/CASIA-Iris-Thousand\248\L\S5248L00.jpg,248
D:/study/iris/CASIA-Iris-Thousand\369\R\S5369R05.jpg,369
D:/study/iris/CASIA-Iris-Thousand\090\R\S5090R08.jpg,90
D:/study/iris/CASIA-Iris-Thousand\324\L\S5324L07.jpg,324
D:/study/iris/CASIA-Iris-Thousand\476\L\S5476L07.jpg,476
D:/study/iris/CASIA-Iris-Thousand\903\R\S5903R01.jpg,903
D:/study/iris/CASIA-Iris-Thousand\877\L\S5877L05.jpg,877
D:/study/iris/CASIA-Iris-Thousand\452\L\S5452L01.jpg,452
D:/study/iris/CASIA-Iris-Thousand\359\R\S5359R08.jpg,359
D:/study/iris/CASIA-Iris-Thousand\675\L\S5675L04.jpg,675
D:/study/iris/CASIA-Iris-Thousand\661\L\S5661L03.jpg,661
D:/study/iris/CASIA-Iris-Thousand\824\L\S5824L09.jpg,824
D:/study/iris/CASIA-Iris-Thousand\417\L\S5417L09.jpg,417
D:/study/iris/CASIA-Iris-Thousand\341\L\S5341L05.jpg,341
D:/study/iris/CASIA-Iris-Thousand\070\L\S5070L03.jpg,70
D:/study/iris/CASIA-Iris-Thousand\050\R\S5050R06.jpg,50
D:/study/iris/CASIA-Iris-Thousand\663\L\S5663L02.jpg,663
D:/study/iris/CASIA-Iris-Thousand\847\L\S5847L03.jpg,847
D:/study/iris/CASIA-Iris-Thousand\309\R\S5309R06.jpg,309
D:/study/iris/CASIA-Iris-Thousand\074\L\S5074L01.jpg,74
D:/study/iris/CASIA-Iris-Thousand\212\L\S5212L02.jpg,212
D:/study/iris/CASIA-Iris-Thousand\639\R\S5639R06.jpg,639
D:/study/iris/CASIA-Iris-Thousand\771\R\S5771R02.jpg,771
D:/study/iris/CASIA-Iris-Thousand\861\R\S5861R00.jpg,861
D:/study/iris/CASIA-Iris-Thousand\707\R\S5707R08.jpg,707
D:/study/iris/CASIA-Iris-Thousand\461\L\S5461L01.jpg,461
D:/study/iris/CASIA-Iris-Thousand\628\R\S5628R09.jpg,628
D:/study/iris/CASIA-Iris-Thousand\242\R\S5242R06.jpg,242
D:/study/iris/CASIA-Iris-Thousand\621\R\S5621R07.jpg,621
D:/study/iris/CASIA-Iris-Thousand\758\L\S5758L01.jpg,758
D:/study/iris/CASIA-Iris-Thousand\712\L\S5712L05.jpg,712
D:/study/iris/CASIA-Iris-Thousand\568\R\S5568R08.jpg,568
D:/study/iris/CASIA-Iris-Thousand\433\L\S5433L08.jpg,433
D:/study/iris/CASIA-Iris-Thousand\173\L\S5173L07.jpg,173
D:/study/iris/CASIA-Iris-Thousand\660\R\S5660R04.jpg,660
D:/study/iris/CASIA-Iris-Thousand\661\L\S5661L05.jpg,661
D:/study/iris/CASIA-Iris-Thousand\206\R\S5206R09.jpg,206
D:/study/iris/CASIA-Iris-Thousand\909\L\S5909L06.jpg,909
D:/study/iris/CASIA-Iris-Thousand\218\R\S5218R06.jpg,218
D:/study/iris/CASIA-Iris-Thousand\929\R\S5929R00.jpg,929
D:/study/iris/CASIA-Iris-Thousand\004\L\S5004L00.jpg,4
D:/study/iris/CASIA-Iris-Thousand\026\L\S5026L03.jpg,26
D:/study/iris/CASIA-Iris-Thousand\826\R\S5826R05.jpg,826
D:/study/iris/CASIA-Iris-Thousand\585\R\S5585R07.jpg,585
D:/study/iris/CASIA-Iris-Thousand\961\L\S5961L05.jpg,961
D:/study/iris/CASIA-Iris-Thousand\502\R\S5502R08.jpg,502
D:/study/iris/CASIA-Iris-Thousand\696\L\S5696L07.jpg,696
D:/study/iris/CASIA-Iris-Thousand\118\R\S5118R01.jpg,118
D:/study/iris/CASIA-Iris-Thousand\973\L\S5973L02.jpg,973
D:/study/iris/CASIA-Iris-Thousand\998\R\S5998R01.jpg,998
D:/study/iris/CASIA-Iris-Thousand\295\L\S5295L01.jpg,295
D:/study/iris/CASIA-Iris-Thousand\282\L\S5282L05.jpg,282
D:/study/iris/CASIA-Iris-Thousand\503\R\S5503R06.jpg,503
D:/study/iris/CASIA-Iris-Thousand\757\L\S5757L00.jpg,757
D:/study/iris/CASIA-Iris-Thousand\760\L\S5760L02.jpg,760
D:/study/iris/CASIA-Iris-Thousand\311\R\S5311R05.jpg,311
D:/study/iris/CASIA-Iris-Thousand\161\L\S5161L00.jpg,161
D:/study/iris/CASIA-Iris-Thousand\048\R\S5048R00.jpg,48
D:/study/iris/CASIA-Iris-Thousand\145\L\S5145L06.jpg,145
D:/study/iris/CASIA-Iris-Thousand\235\R\S5235R07.jpg,235
D:/study/iris/CASIA-Iris-Thousand\096\R\S5096R09.jpg,96
D:/study/iris/CASIA-Iris-Thousand\841\R\S5841R05.jpg,841
D:/study/iris/CASIA-Iris-Thousand\888\R\S5888R05.jpg,888
D:/study/iris/CASIA-Iris-Thousand\043\R\S5043R06.jpg,43
D:/study/iris/CASIA-Iris-Thousand\516\R\S5516R04.jpg,516
D:/study/iris/CASIA-Iris-Thousand\324\L\S5324L01.jpg,324
D:/study/iris/CASIA-Iris-Thousand\269\R\S5269R09.jpg,269
D:/study/iris/CASIA-Iris-Thousand\059\L\S5059L09.jpg,59
D:/study/iris/CASIA-Iris-Thousand\562\R\S5562R02.jpg,562
D:/study/iris/CASIA-Iris-Thousand\942\L\S5942L03.jpg,942
D:/study/iris/CASIA-Iris-Thousand\647\L\S5647L06.jpg,647
D:/study/iris/CASIA-Iris-Thousand\578\L\S5578L05.jpg,578
D:/study/iris/CASIA-Iris-Thousand\536\L\S5536L03.jpg,536
D:/study/iris/CASIA-Iris-Thousand\067\R\S5067R06.jpg,67
D:/study/iris/CASIA-Iris-Thousand\740\L\S5740L07.jpg,740
D:/study/iris/CASIA-Iris-Thousand\067\R\S5067R09.jpg,67
D:/study/iris/CASIA-Iris-Thousand\121\R\S5121R06.jpg,121
D:/study/iris/CASIA-Iris-Thousand\066\L\S5066L07.jpg,66
D:/study/iris/CASIA-Iris-Thousand\777\L\S5777L05.jpg,777
D:/study/iris/CASIA-Iris-Thousand\828\R\S5828R07.jpg,828
D:/study/iris/CASIA-Iris-Thousand\390\L\S5390L04.jpg,390
D:/study/iris/CASIA-Iris-Thousand\820\L\S5820L07.jpg,820
D:/study/iris/CASIA-Iris-Thousand\154\R\S5154R04.jpg,154
D:/study/iris/CASIA-Iris-Thousand\699\L\S5699L02.jpg,699
D:/study/iris/CASIA-Iris-Thousand\293\L\S5293L05.jpg,293
D:/study/iris/CASIA-Iris-Thousand\503\L\S5503L09.jpg,503
D:/study/iris/CASIA-Iris-Thousand\118\R\S5118R08.jpg,118
D:/study/iris/CASIA-Iris-Thousand\550\R\S5550R01.jpg,550
D:/study/iris/CASIA-Iris-Thousand\811\L\S5811L06.jpg,811
D:/study/iris/CASIA-Iris-Thousand\012\R\S5012R00.jpg,12
D:/study/iris/CASIA-Iris-Thousand\750\R\S5750R06.jpg,750
D:/study/iris/CASIA-Iris-Thousand\490\R\S5490R03.jpg,490
D:/study/iris/CASIA-Iris-Thousand\229\R\S5229R02.jpg,229
D:/study/iris/CASIA-Iris-Thousand\485\L\S5485L01.jpg,485
D:/study/iris/CASIA-Iris-Thousand\297\L\S5297L06.jpg,297
D:/study/iris/CASIA-Iris-Thousand\710\R\S5710R09.jpg,710
D:/study/iris/CASIA-Iris-Thousand\697\L\S5697L09.jpg,697
D:/study/iris/CASIA-Iris-Thousand\135\R\S5135R08.jpg,135
D:/study/iris/CASIA-Iris-Thousand\572\L\S5572L03.jpg,572
D:/study/iris/CASIA-Iris-Thousand\823\L\S5823L08.jpg,823
D:/study/iris/CASIA-Iris-Thousand\154\L\S5154L04.jpg,154
D:/study/iris/CASIA-Iris-Thousand\805\L\S5805L09.jpg,805
D:/study/iris/CASIA-Iris-Thousand\942\L\S5942L05.jpg,942
D:/study/iris/CASIA-Iris-Thousand\009\L\S5009L08.jpg,9
D:/study/iris/CASIA-Iris-Thousand\002\L\S5002L00.jpg,2
D:/study/iris/CASIA-Iris-Thousand\477\R\S5477R08.jpg,477
D:/study/iris/CASIA-Iris-Thousand\854\L\S5854L00.jpg,854
D:/study/iris/CASIA-Iris-Thousand\233\L\S5233L00.jpg,233
D:/study/iris/CASIA-Iris-Thousand\733\L\S5733L06.jpg,733
D:/study/iris/CASIA-Iris-Thousand\742\L\S5742L07.jpg,742
D:/study/iris/CASIA-Iris-Thousand\921\L\S5921L09.jpg,921
D:/study/iris/CASIA-Iris-Thousand\241\R\S5241R04.jpg,241
D:/study/iris/CASIA-Iris-Thousand\898\L\S5898L01.jpg,898
D:/study/iris/CASIA-Iris-Thousand\619\L\S5619L03.jpg,619
D:/study/iris/CASIA-Iris-Thousand\596\R\S5596R04.jpg,596
D:/study/iris/CASIA-Iris-Thousand\361\R\S5361R09.jpg,361
D:/study/iris/CASIA-Iris-Thousand\971\L\S5971L03.jpg,971
D:/study/iris/CASIA-Iris-Thousand\772\R\S5772R02.jpg,772
D:/study/iris/CASIA-Iris-Thousand\768\L\S5768L06.jpg,768
D:/study/iris/CASIA-Iris-Thousand\116\R\S5116R07.jpg,116
D:/study/iris/CASIA-Iris-Thousand\334\R\S5334R02.jpg,334
D:/study/iris/CASIA-Iris-Thousand\113\R\S5113R08.jpg,113
D:/study/iris/CASIA-Iris-Thousand\180\L\S5180L05.jpg,180
D:/study/iris/CASIA-Iris-Thousand\436\L\S5436L02.jpg,436
D:/study/iris/CASIA-Iris-Thousand\482\R\S5482R07.jpg,482
D:/study/iris/CASIA-Iris-Thousand\680\R\S5680R00.jpg,680
D:/study/iris/CASIA-Iris-Thousand\263\R\S5263R02.jpg,263
D:/study/iris/CASIA-Iris-Thousand\042\R\S5042R06.jpg,42
D:/study/iris/CASIA-Iris-Thousand\663\L\S5663L05.jpg,663
D:/study/iris/CASIA-Iris-Thousand\882\L\S5882L07.jpg,882
D:/study/iris/CASIA-Iris-Thousand\726\R\S5726R09.jpg,726
D:/study/iris/CASIA-Iris-Thousand\208\L\S5208L03.jpg,208
D:/study/iris/CASIA-Iris-Thousand\011\R\S5011R09.jpg,11
D:/study/iris/CASIA-Iris-Thousand\324\R\S5324R04.jpg,324
D:/study/iris/CASIA-Iris-Thousand\341\L\S5341L07.jpg,341
D:/study/iris/CASIA-Iris-Thousand\524\R\S5524R07.jpg,524
D:/study/iris/CASIA-Iris-Thousand\629\L\S5629L02.jpg,629
D:/study/iris/CASIA-Iris-Thousand\806\R\S5806R04.jpg,806
D:/study/iris/CASIA-Iris-Thousand\479\L\S5479L03.jpg,479
D:/study/iris/CASIA-Iris-Thousand\695\L\S5695L05.jpg,695
D:/study/iris/CASIA-Iris-Thousand\582\L\S5582L02.jpg,582
D:/study/iris/CASIA-Iris-Thousand\989\R\S5989R09.jpg,989
D:/study/iris/CASIA-Iris-Thousand\892\R\S5892R03.jpg,892
D:/study/iris/CASIA-Iris-Thousand\992\R\S5992R05.jpg,992
D:/study/iris/CASIA-Iris-Thousand\453\L\S5453L06.jpg,453
D:/study/iris/CASIA-Iris-Thousand\261\L\S5261L06.jpg,261
D:/study/iris/CASIA-Iris-Thousand\333\R\S5333R05.jpg,333
D:/study/iris/CASIA-Iris-Thousand\661\R\S5661R01.jpg,661
D:/study/iris/CASIA-Iris-Thousand\624\L\S5624L02.jpg,624
D:/study/iris/CASIA-Iris-Thousand\243\L\S5243L07.jpg,243
D:/study/iris/CASIA-Iris-Thousand\463\R\S5463R08.jpg,463
D:/study/iris/CASIA-Iris-Thousand\446\R\S5446R06.jpg,446
D:/study/iris/CASIA-Iris-Thousand\128\R\S5128R06.jpg,128
D:/study/iris/CASIA-Iris-Thousand\846\L\S5846L05.jpg,846
D:/study/iris/CASIA-Iris-Thousand\008\R\S5008R04.jpg,8
D:/study/iris/CASIA-Iris-Thousand\479\L\S5479L06.jpg,479
D:/study/iris/CASIA-Iris-Thousand\234\L\S5234L01.jpg,234
D:/study/iris/CASIA-Iris-Thousand\373\R\S5373R00.jpg,373
D:/study/iris/CASIA-Iris-Thousand\515\L\S5515L04.jpg,515
D:/study/iris/CASIA-Iris-Thousand\479\R\S5479R04.jpg,479
D:/study/iris/CASIA-Iris-Thousand\946\R\S5946R05.jpg,946
D:/study/iris/CASIA-Iris-Thousand\713\L\S5713L04.jpg,713
D:/study/iris/CASIA-Iris-Thousand\951\R\S5951R08.jpg,951
D:/study/iris/CASIA-Iris-Thousand\942\R\S5942R04.jpg,942
D:/study/iris/CASIA-Iris-Thousand\841\R\S5841R08.jpg,841
D:/study/iris/CASIA-Iris-Thousand\845\R\S5845R03.jpg,845
D:/study/iris/CASIA-Iris-Thousand\630\R\S5630R02.jpg,630
D:/study/iris/CASIA-Iris-Thousand\136\L\S5136L05.jpg,136
D:/study/iris/CASIA-Iris-Thousand\317\L\S5317L08.jpg,317
D:/study/iris/CASIA-Iris-Thousand\632\L\S5632L02.jpg,632
D:/study/iris/CASIA-Iris-Thousand\216\L\S5216L06.jpg,216
D:/study/iris/CASIA-Iris-Thousand\876\L\S5876L08.jpg,876
D:/study/iris/CASIA-Iris-Thousand\891\R\S5891R04.jpg,891
D:/study/iris/CASIA-Iris-Thousand\543\R\S5543R01.jpg,543
D:/study/iris/CASIA-Iris-Thousand\701\L\S5701L02.jpg,701
D:/study/iris/CASIA-Iris-Thousand\548\L\S5548L06.jpg,548
D:/study/iris/CASIA-Iris-Thousand\517\L\S5517L08.jpg,517
D:/study/iris/CASIA-Iris-Thousand\738\R\S5738R09.jpg,738
D:/study/iris/CASIA-Iris-Thousand\619\R\S5619R02.jpg,619
D:/study/iris/CASIA-Iris-Thousand\656\L\S5656L08.jpg,656
D:/study/iris/CASIA-Iris-Thousand\441\R\S5441R03.jpg,441
D:/study/iris/CASIA-Iris-Thousand\992\L\S5992L02.jpg,992
D:/study/iris/CASIA-Iris-Thousand\583\R\S5583R04.jpg,583
D:/study/iris/CASIA-Iris-Thousand\759\L\S5759L09.jpg,759
D:/study/iris/CASIA-Iris-Thousand\994\L\S5994L09.jpg,994
D:/study/iris/CASIA-Iris-Thousand\284\L\S5284L03.jpg,284
D:/study/iris/CASIA-Iris-Thousand\935\R\S5935R05.jpg,935
D:/study/iris/CASIA-Iris-Thousand\929\L\S5929L03.jpg,929
D:/study/iris/CASIA-Iris-Thousand\171\L\S5171L06.jpg,171
D:/study/iris/CASIA-Iris-Thousand\720\L\S5720L00.jpg,720
D:/study/iris/CASIA-Iris-Thousand\794\R\S5794R07.jpg,794
D:/study/iris/CASIA-Iris-Thousand\169\R\S5169R00.jpg,169
D:/study/iris/CASIA-Iris-Thousand\928\L\S5928L06.jpg,928
D:/study/iris/CASIA-Iris-Thousand\136\L\S5136L06.jpg,136
D:/study/iris/CASIA-Iris-Thousand\641\R\S5641R05.jpg,641
D:/study/iris/CASIA-Iris-Thousand\924\L\S5924L04.jpg,924
D:/study/iris/CASIA-Iris-Thousand\893\R\S5893R00.jpg,893
D:/study/iris/CASIA-Iris-Thousand\909\R\S5909R01.jpg,909
D:/study/iris/CASIA-Iris-Thousand\681\L\S5681L01.jpg,681
D:/study/iris/CASIA-Iris-Thousand\425\L\S5425L05.jpg,425
D:/study/iris/CASIA-Iris-Thousand\588\L\S5588L04.jpg,588
D:/study/iris/CASIA-Iris-Thousand\542\L\S5542L02.jpg,542
D:/study/iris/CASIA-Iris-Thousand\643\L\S5643L07.jpg,643
D:/study/iris/CASIA-Iris-Thousand\936\L\S5936L07.jpg,936
D:/study/iris/CASIA-Iris-Thousand\670\L\S5670L07.jpg,670
D:/study/iris/CASIA-Iris-Thousand\365\R\S5365R03.jpg,365
D:/study/iris/CASIA-Iris-Thousand\992\R\S5992R02.jpg,992
D:/study/iris/CASIA-Iris-Thousand\980\R\S5980R02.jpg,980
D:/study/iris/CASIA-Iris-Thousand\604\L\S5604L00.jpg,604
D:/study/iris/CASIA-Iris-Thousand\493\R\S5493R00.jpg,493
D:/study/iris/CASIA-Iris-Thousand\496\L\S5496L07.jpg,496
D:/study/iris/CASIA-Iris-Thousand\189\R\S5189R07.jpg,189
D:/study/iris/CASIA-Iris-Thousand\055\L\S5055L04.jpg,55
D:/study/iris/CASIA-Iris-Thousand\090\R\S5090R05.jpg,90
D:/study/iris/CASIA-Iris-Thousand\396\R\S5396R00.jpg,396
D:/study/iris/CASIA-Iris-Thousand\905\R\S5905R01.jpg,905
D:/study/iris/CASIA-Iris-Thousand\717\L\S5717L00.jpg,717
D:/study/iris/CASIA-Iris-Thousand\607\R\S5607R05.jpg,607
D:/study/iris/CASIA-Iris-Thousand\344\L\S5344L04.jpg,344
D:/study/iris/CASIA-Iris-Thousand\836\R\S5836R06.jpg,836
D:/study/iris/CASIA-Iris-Thousand\052\L\S5052L05.jpg,52
D:/study/iris/CASIA-Iris-Thousand\068\R\S5068R05.jpg,68
D:/study/iris/CASIA-Iris-Thousand\586\L\S5586L09.jpg,586
D:/study/iris/CASIA-Iris-Thousand\313\L\S5313L06.jpg,313
D:/study/iris/CASIA-Iris-Thousand\096\L\S5096L03.jpg,96
D:/study/iris/CASIA-Iris-Thousand\167\L\S5167L04.jpg,167
D:/study/iris/CASIA-Iris-Thousand\789\R\S5789R00.jpg,789
D:/study/iris/CASIA-Iris-Thousand\643\R\S5643R07.jpg,643
D:/study/iris/CASIA-Iris-Thousand\157\L\S5157L02.jpg,157
D:/study/iris/CASIA-Iris-Thousand\970\L\S5970L05.jpg,970
D:/study/iris/CASIA-Iris-Thousand\766\L\S5766L08.jpg,766
D:/study/iris/CASIA-Iris-Thousand\125\L\S5125L06.jpg,125
D:/study/iris/CASIA-Iris-Thousand\840\R\S5840R04.jpg,840
D:/study/iris/CASIA-Iris-Thousand\934\R\S5934R04.jpg,934
D:/study/iris/CASIA-Iris-Thousand\250\L\S5250L01.jpg,250
D:/study/iris/CASIA-Iris-Thousand\219\R\S5219R01.jpg,219
D:/study/iris/CASIA-Iris-Thousand\876\R\S5876R05.jpg,876
D:/study/iris/CASIA-Iris-Thousand\984\L\S5984L05.jpg,984
D:/study/iris/CASIA-Iris-Thousand\397\L\S5397L02.jpg,397
D:/study/iris/CASIA-Iris-Thousand\818\R\S5818R01.jpg,818
D:/study/iris/CASIA-Iris-Thousand\736\L\S5736L01.jpg,736
D:/study/iris/CASIA-Iris-Thousand\183\L\S5183L06.jpg,183
D:/study/iris/CASIA-Iris-Thousand\956\R\S5956R08.jpg,956
D:/study/iris/CASIA-Iris-Thousand\656\R\S5656R08.jpg,656
D:/study/iris/CASIA-Iris-Thousand\994\R\S5994R03.jpg,994
D:/study/iris/CASIA-Iris-Thousand\855\R\S5855R09.jpg,855
D:/study/iris/CASIA-Iris-Thousand\712\R\S5712R05.jpg,712
D:/study/iris/CASIA-Iris-Thousand\593\L\S5593L05.jpg,593
